Biomename,Udvardy ,Perimeter,Provname,Biome,Realm,Realmprov,Udvardy,Area,Province,latitude,longitude
Tundra communities,273.0,7.236,Higharctic Tundra,09,2.0,226,1703.0,1.216,26,69.5572624206543,61.8443412780762
Temperate needle-leaf forests / Woodlands,688.0,11.529,Canadian Taiga,03,1.0,104,1788.0,1.241,04,46.291296005249,-60.6737594604492
Tundra communities,188.0,5.979,Arctic Desert and Icecap,09,1.0,117,29.0,1.247,17,73.3106117248535,-105.749965667725
Tundra communities,33.0,20.519,Arctic Desert,09,2.0,225,255.0,1.374,25,80.4911956787109,49.1886386871338
Temperate broad-leaf forests,713.0,8.225,Oriental Deciduous Forest,05,2.0,215,614.0,1.389,15,42.3811855316162,140.566375732422
Sub-tropical / Temperate rain forests / Woodlands,661.0,7.57,Oregonian,02,1.0,102,449.0,1.4,02,49.1121425628662,-124.269153594971
Tundra communities,492.0,15.521,Aleutian Islands,09,1.0,112,372.0,1.416,12,57.3692474365234,-153.473892211914
Mixed island systems,1387.0,8.777,Papuan,13,5.0,501,1225.0,1.426,01,-3.33430600166321,129.353298187256
Mixed island systems,1697.0,9.352,New Caledonian,13,5.0,506,1424.0,1.449,06,-21.2409801483154,165.513710021973
Mixed island systems,1250.0,12.219,Papuan,13,5.0,501,1888.0,1.472,01,0.643055081367493,128.149501800537
Tundra communities,183.0,8.345,Arctic Desert,09,2.0,225,340.0,1.475,25,73.5575370788574,141.592956542969
Tundra communities,196.0,8.766,Higharctic Tundra,09,2.0,226,349.0,1.561,26,72.9640502929688,127.705581665039
Tundra communities,423.0,9.41,Aleutian Islands,09,1.0,112,1718.0,1.573,12,60.0020446777344,-151.045532226562
Lake systems,385.0,17.744,,14,2.0,293,270.0,1.717,,61.8833351135254,35.1939735412598
Sub-tropical / Temperate rain forests / Woodlands,783.0,8.808,Japanese Evergreen Forest,02,2.0,202,636.0,1.799,02,33.5463314056396,133.392448425293
Tundra communities,103.0,10.11,Arctic Desert and Icecap,09,1.0,117,14.0,1.907,17,77.7088279724121,-111.442192077637
Tundra communities,261.0,11.996,Greenland Tundra,09,1.0,116,95.0,1.972,16,69.7811431884766,-53.3988227844238
Sub-tropical / Temperate rain forests / Woodlands,1968.0,22.47,Chilean Nothofagus,02,8.0,811,1612.0,1.981,11,-54.2965526580811,-69.7380180358887
Tundra communities,150.0,11.566,Arctic Desert,09,2.0,225,1687.0,1.988,25,75.1722717285156,148.506164550781
Temperate grasslands,806.0,7.567,Atlas Steppe,11,2.0,228,589.0,1.994,28,32.1346750259399,21.5318632125854
Tundra communities,316.0,5.889,Arctic Archipelago,09,1.0,115,64.0,2.009,15,67.7835540771484,-76.1645698547363
Lake systems,691.0,18.648,,14,2.0,291,593.0,2.036,,45.9032707214355,76.340389251709
Tundra communities,99.0,12.194,Arctic Desert,09,2.0,225,167.0,2.059,25,77.748119354248,22.8690900802612
Tundra communities,91.0,12.079,Arctic Desert and Icecap,09,1.0,117,9.0,2.087,17,78.3073654174805,-96.6128234863281
Tundra communities,149.0,9.686,Arctic Desert and Icecap,09,1.0,117,23.0,2.203,17,75.1286544799805,-95.0095710754395
Lake systems,706.0,12.989,Great Lakes,14,1.0,122,474.0,2.218,22,43.851957321167,-77.7693557739258
Temperate broad-leaf forests,672.0,11.286,Manchu-Japanese Mixed Forest,05,2.0,214,607.0,2.288,14,47.4416389465332,142.717483520508
Temperate broad-leaf forests,494.0,17.205,Middle European Forest,05,2.0,211,536.0,2.34,11,56.3902034759521,9.60039520263672
Mixed island systems,1520.0,9.793,Lesser Sunda Islands,13,4.0,423,1318.0,2.387,23,-9.3454213142395,125.385650634766
Lake systems,1548.0,12.218,Lake Malawi (Nyasa),14,3.0,329,1139.0,2.394,29,-11.9545035362244,34.6089782714844
Tropical humid forests,1159.0,8.41,Ceylonese Rainforest,01,4.0,402,859.0,2.535,02,7.45601963996887,80.5099296569824
Evergreen Sclerophyllous forests,724.0,8.884,Mediterranean Sclerophyll,06,2.0,217,573.0,2.537,17,40.0645923614502,8.97896814346313
Sub-tropical / Temperate rain forests / Woodlands,650.0,15.04,Sitkan,02,1.0,101,450.0,2.547,01,49.8928394317627,-126.787288665771
Tropical dry forests / Woodlands,1080.0,9.862,Venezuelan Dry Forest,04,8.0,817,784.0,2.595,17,11.2772645950317,-69.9517097473145
Evergreen Sclerophyllous forests,750.0,9.141,Mediterranean Sclerophyll,06,2.0,217,585.0,2.621,17,37.4719047546387,14.0422730445862
Lake systems,1399.0,14.581,Lake Tanganyika,14,3.0,328,1967.0,2.665,28,-6.07594358921051,30.1331539154053
Tundra communities,296.0,14.623,Lowarctic Tundra,09,2.0,227,269.0,2.732,27,68.3604049682617,37.9532470703125
Tropical dry forests / Woodlands,1140.0,11.783,Ceylonese Monsoon Forest,04,4.0,413,858.0,2.852,13,8.02800798416138,80.9052429199219
Tropical humid forests,972.0,9.208,South Chinese Rainforest,01,4.0,406,878.0,2.919,06,19.1626749038696,109.823879241943
Lake systems,414.0,9.142,Lake Ladoga,14,2.0,242,1714.0,2.923,42,60.833122253418,31.509913444519
Mixed island systems,1421.0,13.76,Papuan,13,5.0,501,1969.0,2.923,01,-5.23500108718872,150.369499206543
Lake systems,714.0,14.736,Great Lakes,14,1.0,122,475.0,2.945,22,42.237434387207,-81.1599578857422
Tundra communities,271.0,13.086,Arctic Archipelago,09,1.0,115,41.0,2.973,15,69.1674652099609,-97.3992729187012
Temperate broad-leaf forests,462.0,17.903,Atlantic,05,2.0,209,1757.0,2.978,09,58.9187641143799,6.7519645690918
Sub-tropical / Temperate rain forests / Woodlands,1775.0,8.671,Valdivian Forest,02,8.0,810,1440.0,3.073,10,-40.5574684143066,-73.0887756347656
Tropical dry forests / Woodlands,855.0,13.06,Sinaloan,04,8.0,813,679.0,3.104,13,25.0156621932983,-110.766815185547
Tundra communities,187.0,11.486,Arctic Desert and Icecap,09,1.0,117,55.0,3.118,17,73.2528381347656,-78.47705078125
Mixed island systems,881.0,8.598,Taiwan,13,4.0,427,1841.0,3.17,27,23.5927982330322,121.026084899902
Temperate needle-leaf forests / Woodlands,313.0,7.101,East Siberian Taiga,03,2.0,204,365.0,3.194,04,67.7449035644531,174.698547363281
Tropical humid forests,1289.0,9.354,Madeiran,01,8.0,806,1920.0,3.21,06,-0.972552180290222,-49.5848693847656
Tundra communities,186.0,14.265,Higharctic Tundra,09,2.0,226,350.0,3.213,26,73.0488243103027,124.571189880371
Tropical humid forests,1146.0,15.02,Panamanian,01,8.0,802,791.0,3.277,02,8.42374205589294,-79.1118469238281
Temperate broad-leaf forests,1767.0,7.978,Chilean Araucaria Forest,05,8.0,822,1437.0,3.375,22,-38.1215152740479,-72.7614707946777
Mixed mountain systems,1952.0,14.032,Southern Andean,12,8.0,837,1586.0,3.41,37,-53.8068370819092,-67.7812614440918
Tropical dry forests / Woodlands,953.0,9.037,Yucatecan,04,8.0,815,1847.0,3.42,15,20.8225212097168,-88.43359375
Sub-tropical / Temperate rain forests / Woodlands,789.0,17.795,Japanese Evergreen Forest,02,2.0,202,1814.0,3.546,02,32.4727544784546,130.817192077637
Temperate broad-leaf forests,729.0,7.812,West Anatolian,05,2.0,213,1801.0,3.927,13,39.2800006866455,29.4752244949341
Tundra communities,341.0,12.322,Arctic Archipelago,09,1.0,115,70.0,3.953,15,65.0291137695312,-83.9324989318848
Tropical dry forests / Woodlands,1324.0,14.882,Equadorian Dry Forest,04,8.0,819,1950.0,3.996,19,-3.02164909243584,-80.2784843444824
Tundra communities,357.0,19.158,Canadian Tundra,09,1.0,114,71.0,4.083,14,63.9374465942383,-83.6969833374023
Lake systems,537.0,19.395,Lake Baikal,14,2.0,244,597.0,4.378,44,53.6250190734863,106.832618713379
Tundra communities,81.0,18.662,Arctic Desert,09,2.0,225,314.0,4.541,25,78.6808052062988,102.337329864502
Tundra communities,24.0,22.952,Arctic Desert,09,2.0,225,303.0,4.546,25,80.6382789611816,94.6861572265625
Tundra communities,83.0,23.824,Arctic Desert and Icecap,09,1.0,117,10.0,4.633,17,78.5624694824219,-102.281665802002
Tropical grasslands / Savannas,1235.0,10.054,Campos Limpos,10,8.0,828,1885.0,4.647,28,1.53815893083811,-58.6108856201172
Temperate broad-leaf forests,490.0,15.531,Middle European Forest,05,2.0,211,533.0,4.791,11,56.7190265655518,14.0138325691223
Tropical dry forests / Woodlands,1109.0,12.566,Venezuelan Deciduous Forest,04,8.0,818,783.0,4.839,18,10.0422930717468,-68.8807640075684
Mixed mountain systems,1246.0,9.085,East African Highlands,12,3.0,321,1887.0,5.295,21,0.94902378320694,37.6967716217041
Tundra communities,126.0,35.116,Arctic Desert and Icecap,09,1.0,117,22.0,5.35,17,75.8267974853516,-100.069595336914
Mixed mountain systems,482.0,29.168,Scottish Highlands,12,2.0,231,506.0,5.433,31,56.9803657531738,-3.99896538257599
Tundra communities,113.0,26.331,Arctic Desert and Icecap,09,1.0,117,1680.0,5.518,17,76.6787796020508,-119.19164276123
Evergreen Sclerophyllous forests,1752.0,16.39,Chilean Sclerophyll,06,8.0,823,2006.0,5.561,23,-33.7036647796631,-71.9184265136719
Sub-tropical / Temperate rain forests / Woodlands,765.0,19.147,Japanese Evergreen Forest,02,2.0,202,621.0,5.589,02,35.5736236572266,127.921997070312
Lake systems,1275.0,21.755,Lake Ukerewe (Victoria),14,3.0,327,1900.0,5.623,27,-1.26410859823227,33.2450075149536
Tundra communities,64.0,22.663,Arctic Desert,09,2.0,225,311.0,6.204,25,79.4828414916992,96.5360527038574
Tropical dry forests / Woodlands,1708.0,13.559,Malagasy Thorn Forest,04,3.0,310,1149.0,6.238,10,-23.1749725341797,44.6401271820068
Mixed island systems,975.0,20.721,Greater Antillean,13,8.0,840,748.0,6.397,40,18.7748508453369,-71.3995323181152
Mixed mountain systems,1166.0,14.602,Guinean Highlands,12,3.0,319,826.0,6.515,19,6.41501808166504,9.71757960319519
Tundra communities,48.0,38.44,Arctic Desert,09,2.0,225,162.0,6.634,25,79.842456817627,22.5178108215332
Tundra communities,173.0,19.509,Arctic Desert and Icecap,09,1.0,117,1691.0,6.903,17,73.0745964050293,-92.9658470153809
Sub-tropical / Temperate rain forests / Woodlands,1784.0,19.999,Tasmanian,02,6.0,602,2011.0,6.99,02,-42.1441707611084,146.492202758789
Temperate needle-leaf forests / Woodlands,574.0,21.547,East Siberian Taiga,03,2.0,204,608.0,7.282,04,51.5293102264404,143.190246582031
Tropical dry forests / Woodlands,1024.0,19.799,Coromandel,04,4.0,412,855.0,7.32,12,12.6759400367737,79.4511642456055
Tundra communities,211.0,15.771,Higharctic Tundra,09,2.0,226,297.0,7.323,26,71.9644966125488,69.7467460632324
Temperate broad-leaf forests,699.0,16.326,Manchu-Japanese Mixed Forest,05,2.0,214,613.0,7.351,14,43.7140407562256,143.39013671875
Sub-tropical / Temperate rain forests / Woodlands,1787.0,37.3,Valdivian Forest,02,8.0,810,1501.0,7.394,10,-44.7294769287109,-73.8896522521973
Tundra communities,138.0,30.01,Arctic Desert,09,2.0,225,332.0,7.525,25,75.4298706054688,141.124450683594
Mixed island systems,1141.0,25.517,Philippines,13,4.0,426,1015.0,7.712,26,7.69448971748352,124.247310638428
Lake systems,690.0,22.95,Aral Sea,14,2.0,243,1789.0,7.729,43,45.1305084228516,60.072229385376
Temperate broad-leaf forests,731.0,24.178,Oriental Deciduous Forest,05,2.0,215,616.0,7.764,15,38.1759147644043,127.056785583496
Temperate broad-leaf forests,720.0,19.375,Oriental Deciduous Forest,05,2.0,215,618.0,8.227,15,39.0608806610107,140.093933105469
Tundra communities,199.0,39.569,Higharctic Tundra,09,2.0,226,263.0,8.608,26,71.982006072998,54.5190029144287
Tropical dry forests / Woodlands,1128.0,13.446,Venezuelan Dry Forest,04,8.0,817,786.0,8.846,17,9.29489135742188,-66.683910369873
Mixed island systems,987.0,30.516,Philippines,13,4.0,426,982.0,8.897,26,15.5919966697693,121.977912902832
Tundra communities,182.0,32.829,Arctic Desert and Icecap,09,1.0,117,27.0,8.992,17,72.6043853759766,-99.5262680053711
Tropical humid forests,1492.0,28.435,Serro Do Mar,01,8.0,807,1119.0,9.079,07,-12.64311170578,-37.4829235076904
Sub-tropical / Temperate rain forests / Woodlands,1860.0,64.66,Chilean Nothofagus,02,8.0,811,1505.0,9.111,11,-50.4838829040527,-72.7481117248535
Mixed island systems,909.0,34.518,Cuban,13,8.0,839,735.0,9.221,39,21.5031604766846,-79.542537689209
Tundra communities,165.0,21.32,Arctic Archipelago,09,1.0,115,1689.0,9.648,15,73.6151466369629,-120.040271759033
Tundra communities,192.0,17.969,Canadian Tundra,09,1.0,114,1693.0,9.711,14,72.3782386779785,-122.347702026367
Tundra communities,219.0,37.378,Higharctic Tundra,09,2.0,226,299.0,10.019,26,71.7733573913574,78.1697883605957
Mixed island systems,1455.0,24.965,Java,13,4.0,422,1181.0,10.307,22,-7.33194708824158,109.921348571777
Tropical dry forests / Woodlands,1073.0,20.701,Venezuelan Dry Forest,04,8.0,817,787.0,10.655,17,10.0724182128906,-74.0295639038086
Temperate broad-leaf forests,544.0,37.339,British Islands,05,2.0,208,510.0,11.279,08,53.4096813201904,-7.95406651496887
Sub-tropical / Temperate rain forests / Woodlands,1759.0,41.25,Neozealandia,02,7.0,701,1651.0,11.797,01,-38.0095901489258,175.617042541504
Tropical humid forests,1721.0,28.967,Serro Do Mar,01,8.0,807,1997.0,11.825,07,-25.5816831588745,-46.6488056182861
Temperate broad-leaf forests,675.0,16.891,Pannonian,05,2.0,212,561.0,12.072,12,46.6444511413574,19.3868112564087
Tropical grasslands / Savannas,1195.0,15.038,Campos Limpos,10,8.0,828,1880.0,12.15,28,4.25760596990585,-62.4358005523682
Evergreen Sclerophyllous forests,1754.0,23.011,Cape Sclerophyll,06,3.0,311,1641.0,12.577,11,-33.4673347473145,22.3961391448975
Mixed mountain systems,1152.0,27.911,Colombian Montane,12,8.0,834,1868.0,12.602,34,4.23384585976601,-72.8644142150879
Sub-tropical / Temperate rain forests / Woodlands,678.0,33.338,Oregonian,02,1.0,102,456.0,12.623,02,43.5136756896973,-123.582492828369
Tropical humid forests,867.0,61.685,South Chinese Rainforest,01,4.0,406,864.0,13.33,06,23.3129892349243,112.84264755249
Temperate needle-leaf forests / Woodlands,645.0,58.542,Canadian Taiga,03,1.0,104,1781.0,13.373,04,49.1188335418701,-56.0099983215332
Tropical dry forests / Woodlands,960.0,29.146,Guerreran,04,8.0,814,689.0,13.497,14,18.4132518768311,-99.7670097351074
Tundra communities,422.0,46.315,Aleutian Islands,09,1.0,112,1717.0,13.562,12,57.8341464996338,-158.257125854492
Tundra communities,122.0,61.607,Arctic Desert and Icecap,09,1.0,117,24.0,13.574,17,75.6263694763184,-111.528381347656
Tropical dry forests / Woodlands,821.0,35.947,Sinaloan,04,8.0,813,1826.0,13.786,13,24.8070688247681,-108.430477142334
Mixed island systems,1258.0,45.99,Sulawesi (Celebes),13,4.0,424,1211.0,13.794,24,-1.98416739702225,122.003299713135
Tropical humid forests,1148.0,27.173,Malayan Rainforest,01,4.0,407,913.0,14.482,07,5.38345527648926,101.575244903564
Tundra communities,120.0,61.909,Arctic Desert,09,2.0,225,1682.0,14.78,25,75.1250152587891,61.3274059295654
Sub-tropical / Temperate rain forests / Woodlands,758.0,40.483,Japanese Evergreen Forest,02,2.0,202,620.0,14.844,02,35.4725246429443,135.947593688965
Tundra communities,70.0,70.315,Arctic Desert,09,2.0,225,168.0,15.734,25,78.3097229003906,16.1117129325867
Tropical humid forests,861.0,31.139,Bengalian Rainforest,01,4.0,403,1840.0,15.957,03,24.176420211792,88.4001770019531
Sub-tropical / Temperate rain forests / Woodlands,1782.0,50.344,Neozealandia,02,7.0,701,1657.0,16.743,01,-43.5876502990723,170.396049499512
Tropical humid forests,1613.0,27.507,Malagasy Rain Forest,01,3.0,303,1142.0,17.287,03,-19.6910061836243,48.0391235351562
Tundra communities,119.0,67.664,Arctic Desert and Icecap,09,1.0,117,1681.0,17.811,17,75.7617950439453,-88.1348648071289
Mixed mountain systems,1728.0,25.121,South African Highlands,12,3.0,322,2000.0,18.284,22,-28.1714715957642,27.3775749206543
Tropical dry forests / Woodlands,958.0,26.706,Mahanadian,04,4.0,411,853.0,18.722,11,18.4765110015869,82.425594329834
Tropical humid forests,919.0,40.885,Malabar Rainforest,01,4.0,401,849.0,18.802,01,15.5735421180725,74.8211288452148
Warm deserts / semi-deserts,823.0,21.547,Tamaulipan,07,1.0,110,683.0,18.959,10,25.9691047668457,-99.9844398498535
Tundra communities,21.0,75.259,Arctic Desert and Icecap,09,1.0,117,1668.0,19.048,17,79.7528457641602,-90.8474540710449
Tundra communities,308.0,45.112,Higharctic Tundra,09,2.0,226,3.0,19.132,26,66.5097846984863,-174.345436096191
Tropical humid forests,1145.0,44.27,Colombian Coastal,01,8.0,803,1867.0,19.235,03,3.70103108882904,-75.7467994689941
Temperate broad-leaf forests,336.0,67.377,Icelandian,05,2.0,205,139.0,19.434,05,64.9663639068604,-19.0059146881104
Sub-tropical / Temperate rain forests / Woodlands,1716.0,18.596,Brazilian Planalto,02,8.0,809,1125.0,19.473,09,-24.6296787261963,-50.670934677124
Tundra communities,202.0,56.535,Arctic Archipelago,09,1.0,115,32.0,19.581,15,71.5084571838379,-109.068515777588
Evergreen Sclerophyllous forests,719.0,36.608,Californian,06,1.0,107,1799.0,20.261,07,36.0329504013062,-119.606742858887
Evergreen Sclerophyllous forests,1693.0,28.18,Brigalow,06,6.0,607,1991.0,20.379,07,-24.2700634002686,146.869361877441
Mixed mountain systems,1173.0,29.277,Northern Andean,12,8.0,833,1878.0,20.775,33,2.16429376602173,-75.7303810119629
Mixed mountain systems,752.0,24.1,Hindu Kush Highlands,12,2.0,237,596.0,21.654,37,35.519474029541,66.9392147064209
Tropical humid forests,905.0,38.73,Burman Rainforest,01,4.0,404,877.0,21.843,04,19.6916880607605,93.7242813110352
Mixed mountain systems,1236.0,45.061,Central African Highlands,12,3.0,320,1886.0,22.017,20,-5.83181214332581,30.8762578964233
Tropical humid forests,908.0,44.807,Campechean,01,8.0,801,1843.0,22.148,01,19.4084539413452,-93.3842620849609
Evergreen Sclerophyllous forests,1751.0,50.616,Southern Sclerophyll,06,6.0,605,2005.0,22.203,05,-34.2197999954224,136.191665649414
Tropical grasslands / Savannas,1335.0,29.926,Babacu,10,8.0,829,1112.0,23.73,29,-4.39224910736084,-44.1368083953857
Lake systems,671.0,63.721,Great Lakes,14,1.0,122,468.0,24.111,22,45.3243598937988,-85.8813018798828
Mixed mountain systems,792.0,32.491,Madrean-Cordilleran,12,1.0,121,1815.0,24.471,21,27.3759508132935,-105.980209350586
Temperate broad-leaf forests,507.0,58.742,British Islands,05,2.0,208,503.0,24.512,08,53.5143394470215,-1.98512327671051
Mixed mountain systems,692.0,36.803,Balkan Highlands,12,2.0,233,560.0,24.605,33,43.1503067016602,20.36092710495
Warm deserts / semi-deserts,1433.0,66.638,Pacific Desert,07,8.0,824,1970.0,24.823,24,-17.8660178184509,-75.2044868469238
Tropical dry forests / Woodlands,1021.0,69.035,Central American,04,8.0,816,767.0,25.697,16,11.9160804748535,-87.2639350891113
Mixed mountain systems,648.0,45.767,Sierra-Cascade,12,1.0,120,1782.0,25.781,20,43.6072998046875,-121.516696929932
Tropical dry forests / Woodlands,859.0,22.128,Burma Monsoon Forest,04,4.0,409,1839.0,26.471,09,24.2925586700439,93.3449821472168
Tropical humid forests,1567.0,55.051,Queensland Coastal,01,6.0,601,1981.0,26.799,01,-19.5431270599365,147.831977844238
Tropical dry forests / Woodlands,1587.0,37.616,Malagasy Woodland/Savanna,04,3.0,309,1145.0,27.578,09,-17.9382877349854,47.0712604522705
Tropical dry forests / Woodlands,1568.0,112.227,Northern Coastal,04,6.0,603,1338.0,28.281,03,-14.6332659721375,132.353099822998
Tropical dry forests / Woodlands,977.0,29.566,Deccan Thorn Forest,04,4.0,414,854.0,28.35,14,13.9375462532043,77.0877265930176
Temperate broad-leaf forests,413.0,56.744,Boreonemoral,05,2.0,210,1713.0,29.359,10,59.2296752929688,12.9486968517303
Temperate broad-leaf forests,243.0,93.01,Subarctic Birchwoods,05,2.0,206,1700.0,29.441,06,69.0418891906738,29.7422151565552
Warm deserts / semi-deserts,1604.0,36.58,Namib,07,3.0,315,1131.0,31.784,15,-21.1991004943848,14.7150945663452
Evergreen Sclerophyllous forests,704.0,96.361,Mediterranean Sclerophyll,06,2.0,217,1794.0,33.701,17,38.1254167556763,34.3936882019043
Evergreen Sclerophyllous forests,711.0,37.781,Iberian Highlands,06,2.0,216,1798.0,34.117,16,41.0908050537109,-3.78594499826431
Tundra communities,215.0,68.223,Canadian Tundra,09,1.0,114,1697.0,34.328,14,70.6866607666016,-110.432445526123
Mixed island systems,1204.0,45.297,Sumatra,13,4.0,421,947.0,34.824,21,-0.138611316680908,100.638195037842
Warm deserts / semi-deserts,1743.0,28.545,Karroo,07,3.0,317,2003.0,35.34,17,-29.9192476272583,20.9778518676758
Tropical grasslands / Savannas,1164.0,27.511,Llanos,10,8.0,827,794.0,35.617,27,5.9068261384964,-68.5686092376709
